ID,Tweet,Sentiment
981,"Teniendo en cuenta que el actual gobierno me esta robando hasta el bailado, puedo hacer uso de la legitima defensa? No me roban el celular, pero si la salud, la pension, los impuestos, el aire limpio, transporte de calidad, el derecho a la vida, a la paz,etc..",2
982,"@GayonCamilo_88 @JFCadavid En la antigua entrada de prensa de El Campin me robaron dos veces: en una mi celular y en la otra, un Avantel que era de El Tiempo",2
983,El celular plegable que alude a Pablo Escobar es un fraude? ‚https://t.co/kPWFjuSPaJ  | Via @TecnosferaET https://t.co/G2P80s4EJr,2
984,Palacio de Justicia en medio de la toma guerrillera de 1985.. en aquel entonces se vivio en directo por radio https://t.co/fQXlsf6v3d en Palacio De Justicia Bogota https://t.co/suIQ6X6PWb,2
985,"Este es el drama que vive la familia de una colombiana que murio en un tiroteo en Estados Unidos. Lurvis Vence, una guajira de 51 años, fue victima de una balacera mientras iba en un bus por Los Angeles. Lea la historia completa. ‚https://t.co/RGgahxPwvF https://t.co/x7I8J8pJq1",2
986,"@JulianRoman Cada vez que me subo a un taxi el chofer de turno me comienza a hablar mal de las patinetas. Estupideces como, Sabe que no pagan impuestos y usted si? Esos taxistas estan decididos a hacer lo que sea para que las saquen de circulacion.",2
987,La escena del crimen #LaVidaConGuaw @ Bogota D.C https://t.co/tQ6GW99FYi,3
988,@alejoriveraca @ClaudiaLopez Ni con Derecho de peticion la policia hace presencia en el parque la valvanera del barrio Balmoral localidad 19 carrera 71 # 62B 35 sur demasiada presencia de marihuneros y ñeros en horas de la tarde. Pareciera que la policia fuera complice de la delincuencia.,2
989,"#ArribaBogota Una camara de seguridad en el sector de la Floresta, capto el momento donde se evidencia al parecer un presunto secuestro de un hombre que se transportaba en su vehiculo. Hablo el Secretario de Seguridad, Hugo Acero, acerca de la investigacion.@edwinhsua@Citytv https://t.co/s7H9A5bfb4",2
990,"@NoticiasCaracol No creo, supongamos que un mensajero ingresa con su chaleco a un local, el ladron de motos lo ve y lo identifica, ahora sabe de quien es la moto y que no la esta vigilando, ahi aprovecha y se la roba",2
991,"@edwinhsua @ArribaBogota @Citytv @angiemapardo @cortesmarce @Martabeltranj @sandravelezf @JeissonfVera @lauaponte16 Ahi estan los resultados de tanta impunidad con estos delincuentes que cada vez que los capturan los dejan en libertad argumentando que no son un peligro para la sociedad, que esos son delitos menores, que hubo un error en la captura, que falto un sellito @SeguridadBOG @Bogota",2
992,"Este caso (por la hora, el sitio, la posicion de los cuerpos y otros detalles, parece mas como si estuvieran extorsionando al medico y el a la cita llega pero a ajusticiarlos. Unos delincuentes con  antecedentes, no van a ‚atracar‚con un par de cuchillos https://t.co/gVsKXMiFQ7",2
993,Inscribe tu bici en #RegistroBici y aprovecha el #DiaSinCarro2020 para ayudar a combatir el hurto y comercializacion de bicicletas robadas. #BogotaReverdece. https://t.co/9ZSEhpqiyX https://t.co/3fKAtfb8eF,4
994,"Lo importante Nubia es qie esta seguro en casa, con tanta inseguridad.",3
995,@TransMilenio Iniciativa que deberia extenderse a embellecer todos los puentes peatonales eso desestimularia volverlos orinales o muros de rayones y mensajes en clave de los ladrones y pandillas @ClaudiaLopez,2
996,No son solo estaciones de @TransMilenio se esperan 11 km de ciclorrutas y mas de 400.000 m2 de espacio publico para todos los Bogotanos. @Bogota @SectorMovilidad @idubogota @nico_estupinan @DiegoDsanchez #TransmiXLa7,3
997,"Hacemos un reconocimiento a los uniformados del esquema de Proteccion a Dignatarios, quienes en medio de su labor como hombres de Proteccion lograron evitar el hurto a un ciudadano y dar captura a dos delincuentes. #ConstruyendoSeguridad #FamiliaDIPRO#ElQueLaHaceLaPaga https://t.co/s6wmcL3X2G",3
998,@NoticiasRCN cr 21 # 103 me robaron en plena porteria dos tipos en dos motos con arma de fuego tenian las placas tapadas a las 10 am a finales de noviembre,2
999,"@_eritrocito Que si lo iban a secuestrar, que le robaron el celular, que hay un cuarto implicado y que sobrevivio, que lo alcanzaron a herir con cuchillo pero esa noche se fue para su casa... https://t.co/RnWBS4lRcu",3
1000,Transmilenio es una puta plaga https://t.co/m9eLyoUAVS,2
1001,Estos son los presuntos delincuentes dados de baja por el medico en Bogota https://t.co/d6RlGZ52HH https://t.co/KSvHq044Gl,2
1002,@personeriabta @SectorSalud @DefensoriaCol  #mujeresdelbuenpastor bogota con alarma de hongo en sus cabezas ... trato indignante por parte de la Guardia femenina...  #DDHH  #ACABARCONELINPEC escuela del crimen #hacinamientocarcelario  sindicatos de @INPEC_Colombia son una MAFIA,2
1003,Nueve personas son robadas cada hora en Bogota https://t.co/DSZBXSwm5O,2
1004,Descenso en bicicleta a la muerte! Ciclista fue arrollado en calle al norte de #Bogota #Judicial https://t.co/JEYhFBYTmu,2
1005,Camioneta publica parqueada en la carrera 11 a con calle 93 b lleva tres horas,3
1006,@NoticiasCaracol Pareciera noticias caracol estuvieran indignados por la muerte de estos sujetos poniendole morbo a esas preguntas que hacen. Si el caso hubiera sido inverso no estarian haciendo tanto escandalo ni le estuvieran metiendo el amarillizmo con el que estan tratando esta noticia,2
1007,@JuliRomax @Mario_Hach Malditos sean todos aquellos que atenten contra un animal indefenso... #PlazasDeTorosPara espectaculos de arte y de celebrar la Vida,1
1008,Este es el reporte del programa #RutaPila donde nos aseguramos el cumplimiento de normas de transito y garantizamos niños seguros en las vias de Bogota. Estos fueron los resultados del 24 al 30 de enero. ‚ https://t.co/HcXadJ8nYM,4
1009,@ClaudiaLopez cuantos paseos millonarios tienen presupuestados para el dia sin carro y sin moto? #Bogota #DiaSinCarro2020 @denuncietaxista #SeguridadCiudadana #SeguridadParaTodos @PoliciaColombia,2
1010,#ElTiempoLeCuenta la historia de un juez que rompio en llanto al escuchar las evidencias de un caso de tortura y asesinato a un bebe de 22 meses. Quien es el responsable del homicidio? ‚https://t.co/b3rtioblIm https://t.co/WcOdReydu2,1
1011,Capturan por novena ocasion a delincuente que le han dado casa por carcel en Barranquilla https://t.co/tnnlwnFvSV,2
1012,"Esta ciudad es un maldito caos, que fastidio!!! Esperar mas 25 minutos un alimentador, enserio? No hay derecho señores @TransMilenio ustedes son una maldita plaga",2
1013,"El caso de este individuo es buen ejemplo de como criminales reincidentes saben que nada les va a pasar por cometer hurtos de manera reiterada, a pesar de tener multiples capturas previas. Mientras no tengamos sanciones certeras para reincidentes, inseguridad seguira aumentando. https://t.co/XQ9f5iTAMZ",2
1014,"Señor secretario, el transporte publico de esta ciudad es indigno, es ineficiente, es inseguro y es, y espero que no sea el caso de su gestion, incompetente. Pedirle a las personas que se sometan a esa tortura solo por hacer tendencia es estupido. https://t.co/XS2CvE9UzI",2
1015,"""Adentro de la casa habia cinco niños paralizados bajo la amenaza de un revolver calibre 32..."". #ElTiempoLeCuenta la historia de un crimen que estremecio al pais. El asesinato de cuatro menores en Florencia, Caqueta. ‚https://t.co/kjI9pzImmv https://t.co/z3AOvp8Uho",2
1016,Paso enero. Avanza febrero. La realidad es un infierno para la clase media y los pobres. Mediante el asesinato politico sistematico la dirigencia nacional y territorial desarticula la oposicion. La ciudadania calla. No protesta en las calles. No tiene dignidad. Es sumisa.,2
1017,Señores del concejo de Bogota.. ya que quieren poner chaleco a los motociclistas  con numero de placa para evitar inseguridad por favor tambien pongan chaleco a los peatones con numero de cedula para poder identificar los que roban a pie. @ConcejoDeBogota  y @PoliciaColombia,2
1018,@NoticiasCaracol Si a los carros les cambian las placas para salir a robar y atracar o a las motos como no les quedara de facil quitarle un numero o ponerle otra placa al chaleco necesitamos mas requisas donde quiten armas y revisen antecedentes por huella digital,2
1019,"Atracado campeon nacional de ciclismo en Facatativa, le robaron la bicicleta Alvaro Duarte https://t.co/dVqdjYlinq",2
1020,"El caso de la mujer que fingio estar embarazada y que aseguro que la drogaron para robarle su hijo desperto la curiosidad de varios. Este episodio puede ocultar trastornos emocionales, dicen varios psiquiatras. ‚https://t.co/m9vOxPXjd5 https://t.co/XjnnPM8CMT",2
1021,"@santiagoangelp Santiago este tipo de personas tienen memoria selectiva, para ellos unos son victimas y otros no, segun sea su victimario... Por eso las 16 curules en caso de revivirse seran para marionetas de las farc y el eln, seria algo extremadamente grave....",2
1022,@Pelirola Si es el caso de la que drogaron y sacaron el feto.??? Es falso . Ni siquiera estaba embarazada . La mujer  tiene problemas mentales,3
1023,"Violento robo en Ciudad Montes. Siete hombres fuertemente armados ingresaron a una vivienda y, sin importar la presencia de menores de edad, encañonaron a la familia, amenazando con disparar si no les entregaban las llaves de una camioneta que pretendian hurtar. #ElNoctambulo https://t.co/ErlAWjK0jO",2
1024,@gener_usuga @FredyGu99948499 Y cual es la gana de defender a esos tres ladrones? Una persona con un arma puede intimidar a otra y hacerla subir a un vehiculo sin necesidad de subir el vehiculo al puente peatonal o como creen que secuestran y hacen paseos millonarios? sera la justicia la que defina este caso!,3
1025,"@FerLondonoH1 Que horror, apologia al delito, dizque luchan por los menos favorecidos, y todo lo destruyen, Carlos Sarmiento no utiliza Transmilenio, ni usa puente peatonal, entonces??",2
1026,Colombiano se hizo el muerto para salvarse de ataque a bus en California https://t.co/gjnhiCrv88,2
1027,"@oficialHASSAM La verdadera reflexion es como nuestro pais ha entrado en tal decadencia, que se refleja en una  fuerte violencia en los hogares, en las calles, en cualquier sitio de Colombia y nos obliga a pensarnos como asesinos, cuando se supone que somos gente de bien?",2
1028,"@elespectador Los limosneros, los venezolanos,  los vendedores ambulantes, los habitantes de calle y demas miembros de la sociedad que no pagan como los van a controlar?",2
1029,@PoliciaColombia @Bogota @TransMilenio en la estacion de la prometa de mayo con decima hay una banda dedicada al cosquilleo e identificado a 4 personas 3 hombres y 1 mujer en las horas entre las 6am y 7am y nunca se ve policia donde esta la seguridad? Para los ciudadanos de bien,2
1030,"@aBarrigaDG No es el celular, es mi vida contra la de un delincuente",3
1031,#Judicial | Le 'gusto' el celular de alta gama y la sorprendieron luego de hurtarlo https://t.co/pMVnfi5pRH,3
1032,"usted que prefiere un drogadicto ""facho o mamerto"" fanatico hablando  de Jesucristo, o un ""facho o mamerto"" como indigente o delincuente en la calle? https://t.co/eZ8NgyWNwO",3
1033,@CaiVirtual solicito su ayuda para reportar robo de equipo celular el dia de ayer en bus de Transmilenio que se encontraba en el semaforo antes de llegar a la estacion de la calle 22 sentido norte sur donde un hampon se metio por la ventana del bus y me robo el celular 1:45pm,2
1034,"@JFCadavid Me hicieron paseo millonario con Pistola, saliendo de la T hace unos 4 años, me pegaron entre tres y amenazaban con matarme, me sacaron alrededor de 4 millones de pesos esa noche, mas celular y reloj, eso es la calle porque ahi cogi el taxi.",2
1035,"El proximo jueves 6 de febrero #BogotaReverdece con la jornada del #DiaSinCarro2020 que incentiva la movilidad sostenible y segura, en la cual dejaran de circular mas de 1.800.000 vehiculos particulares y 469.000 motos. https://t.co/bOvnwmZjeD",4
1036,"Bien por @nico_estupinan , @Deyaniravilam @LauraBahamonP  de @SectorMovilidad por escuchar a la comunidad bici de Bogota en relacion a la seguridad vial!! https://t.co/MNLMruyuR1",4
1037,"@TransMilenio Si eso paso en quince minutos, imaginen cuanto dinero gana Transmilenio obligando a los ciudadanos a pagar doble pasaje. Estan atentos para evitar los colados, señalan a los colados de ladrones, pero por que no solucionan el robo que ellos estan cometiendo?",2
1038,@manolitosalazar Si. Estan por todos lados: ladrones en bicicleta o en moto. Arriba de la 9a son constantes los raponazos y no se ve @PoliciaBogota al menos patrullando.,2
1039,"Nuestra justicia da para todo, como es posible que le den casa x carcel a un delincuente que participo indirectamente segun la autoridad en atraco y en cambio esten juzgando a un ciudadano que defendio su vida. De que clase de antro de estudios estan",2
1040,@moreno1980 @Bogota @SuperVigilancia Hola! ‚ Te informamos que no pueden circular motos de seguridad privada. Las unicas motocicletas que tienen permiso de circulacion en el #DiaSinCarro2020 y sin moto son los domiciliarios y mensajeria debidamente identificados.,3
1041,"El futuro tecnologico que estoy idealizando, luego del robo que sufre el dia de ayer por un celular. Sera sin dispositivos moviles, no tendremos que preocuparnos por un aparato fisico caro, porque simplemente sera un accesorio sin costo que quien se lo robe no le servira",3
1042,"Policias encubiertos y el uso de drones, hacen parte de la nueva estrategia de seguridad para el sistema de transporte Transmilenio en Bogota #ColombiaAlAire https://t.co/QQ7QPep5ma",3
1043,"@Citytv Habitante de calle dice la policia, en serio? No hacen el minimo esfuerzo por enterarse…",2
1044,No habra mas perros de vigilancia en los colegios oficiales de Bogota.,3
1045,"PoliciaParaLaGente Por medio de la actividad liderada por la Unidad Policial para la Edificacion de la Paz,  llevamos sonrisas y alegria a nuestros adultos mayores de la Casa de los Abuelos en el municipio de #Macheta, departamento de Cundinamarca.",4
1046,"@LuHernandezLove A mi chico el taxista le robo el celular, logramos que contestara y dijo: no llame mas que yo me lo quedo. Lo apago y logramos que no le funcione pa' ni #%‚Ç¨¬£. Decidimos, en mi casa, nunca volver a coger taxi, app la que sea menos que tenga que ver con taxis",2
1047,"Parecen soldados de una guerra improvisada: un escuadron armado con tablas, casos de bici y gafas de proteccion compradas en alguna ferreteria. Lee el reportaje completo, aqui:https://t.co/LWVEkgpw6M",2
1048,"#SesionPlenaria |HC @Heidy_UP hace un llamado para aclarar y mejorar la situacion de poblacion en riesgo: Vendedores informales de la ciudad, puntualizando su estado de vulnerabilidad.Campesinos y la mejora de condiciones para sus mercados dentro de Bogota. https://t.co/zHfw5OZREY",3
1049,Atacan carro de juez que lleva caso de posible corrupcion de policias,2
1050,"No necesitamos mas pico y placa de carros o ahora de motos lo que necesitamos son vias, hp vias  dejen de robarse toda la plata.",2
1051,Ojala @SectorMovilidad y @CodensaEnergia nos ayuden a volver a iluminar la cicloruta de la calle 80 entre av 68 y Boyaca. Aumenta las probabilidades de robo y lleva mas de 15 dias a oscuras. @Citytv,2
1052,Consternacion por un caso que evidencia falta de comunicacion asertiva y disfuncionalidad en la resolucion de conflictos en @SectorMovilidad. Tiempo de repensarnos como #CulturaVial #BogotaCapitaldelaBici  #bici #Movilidad,3
1053,"En la madrugada del sabado un hombre fue quemado despues de ser rociado con gasolina. Aunque inicialmente la Policia Metropolitana aseguro que se habia tratado de una riña entre habitantes de calle, la familia del fallecido desmintio esa version.",2
1054,@ELTIEMPO @Citytv En Navarra dos hombres en una moto pulsar blanca roban celulares,2
1055,@Bogota @ClaudiaLopez Desincentive los actos vandalicos y los cierres viales en sus pateticas marchas vieja payasa!,2
1056,Hasta cuando vamos a tener que ver estas escenas de violencia en las calles?. Urge reforma a la justicia para asuntos como estos no sean excarcelable. @MinjusticiaCo @PoliciaBogota @RedMasNoticias https://t.co/xfQuX6iFe7,2
1057,"@luisitolesdice En el paro prolongado hubo destruccion, robos a supermercados, vandalismo, terror, se entraron a las casas, atacaron a la Policia, quien va a venir? lamento y repudio los asesinatos  de miles de compatriotas. Y aun con esto seguian viniendo.  Parecio que estabamos en guerra civil",2
1058,"Las alarmas sobre el posible atentado en la capital surgieron de un informe de inteligencia del ente investigador donde advierte que se estaria pensando utilizar un camion cargado con explosivos para atacar una guarnicion militar o de Policia, en Bogota #BluRadio https://t.co/ngAKulqrFG",2
1059,@MecanicoMedico @PinoCalad Pero son dos cosas diferentes; el tema de las motos es porque hay demasiadas en la via y la imprudencia ocasiona muchas muertes al año...,3
1060,"@GerardoS_Usaque @manolitosalazar @PoliciaBogota @ClaudiaLopez @SeguridadBOG @NoticiasCaracol @JeissonfVera @Citytv Si. Estamos rodeados de ladrones en este sector. Los domingos, durante las eucaristias, roban los carros y la @PoliciaBogota solo aparece en Semana Santa. #SeguridadCiudadana es lo que nos falta en @Bogota",2
1061,"NO HAY DERECHO: Este carro cayo hoy en el caño de la calle 3 con carrera 52...En vez de auxiliar a sus ocupantes, habitantes de la calle, llegaron a robarlos!!! https://t.co/3a9dHk4fCs",2
1062,Malvado viejo le robo costosa bicicleta a un pelaito promesa del ciclismo https://t.co/U5uTf1vVn0,1
1063,#NiUnaMenos Paola Guzman tenia 16 años cuando se suicido tras haber sufrido durante dos años abusos sexuales en el colegio en Guayaquil. Su caso es el primero sobre violencia sexual en el contexto educativo en llegar a la @CIDH https://t.co/zSV213YrM8 via @RevistaSemana,2
1064,"@RedMasNoticias @PoliciaBogota @GiovanniCelisS @foreronoticias Que lo diga el Coronel, ""un ciudadano abatio a tres delincuentes reincidentes que azotaban al Norte de Bogota, felicitaciones a este heroe... porque a nosotros nos quedo grande el problema y la Ley es completamente inutil para combatir al crimen organizado"".",4
1065,ELN estaria preparando un atentado con carro bomba en Bogota https://t.co/mIOVnfBuOZ,2
1066,"@fontibonfm @PoliciaColombia @FontibonSomosT pilas por el parque la giralda, ladrones al acecho, @ElFontibonense @Fontibon_Bogota",2
1067,@dirkjanjanssen @schlijper Y la seguridad en las calles. Las cuatro cosas que le hacen falta a Bogota,3
1068,La muerte de delincuentes a manos de un ciudadano en la localidad de Usaquen responde a los atracos diarios y constante inseguridad. La ciudadania comenzo a defenderse @ClaudiaLopez @PoliciaBogota,4
1069,127.363 hurtos a personas en el año 2019 demuestran un problema de seguridad profundo. Estas son consecuencias que reflejan la necesidad de hacer un enfoque profundo en defensa. @SeguridadBOG @ClaudiaLopez,2
1070,"Tema para una tesis: Coja los casos de asesinatos a lideres sociales, datos sobre los hechos violentos, responsables y establezca un analisis de redes a fin de determinar la naturaleza sistematica del fenomeno",3
1071,@elcolombiano Claro que si. No son agresivos y si pueden ayudar a controlar tanta droga que ingresan clandestinamente a los colegios.,3
1072,Tanta delincuencia en Bogota nos esta convirtiendo en fachos a varios.,2
1073,Hoy tambien vimos a dos tipos en una moto robarle el celular a un señor como en la calle 99 con 13-15! @PoliciaBogota @ClaudiaLopez @Bogota https://t.co/QXUL493rrr,2
1074,Una Bogota Sin Miedo https://t.co/WzSmixPNPF,3
1075,Definitivamente en la universidad Distrital hay una gran mayoria de #Delincuentes #Vandalismo lo demostraron nuevamente hoy en las #manifestacion que realizaron en la Macarena #Estudiantes #NoMasViolencia,2
1076,"Perseguir, capturar y judicializar a los delincuentes, evitando que usen las fronteras entre Bogota y Cundinamarca para evadir a la justicia, fue la orden que impartio hoy el gobernador de Cundinamarca @nicolasgarciab a la @PoliciaCmarca https://t.co/kWl6lrmcif",3
1077,Muerte al amanecer en #Usme! Ciclista termino arrollado por un bus #Judicial #Bogota https://t.co/rHxahowyYJ,2
1078,"@Citytv Deberian quitarle esos beneficios a los que no lo necesitan, es plata que le sirve al distrito, por ejemplo, para invertir en la seguridad de todos los que habitamos Bogota. Tantas ganas de tener escolta mas por figurar y hacerse el importante que otra cosa.",2
1079,Investigan presunto plan del ELN para cometer atentado en Bogota https://t.co/knVBmHa7g8,2
1080,Pilas!! Cedritos sufre por una banda delincuencial. Hombres en moto arrastraron 50 metros a menor por hurtarle el celular.En el ultimo año se reportaron 380.015 casos de hurto a estos dispositivos en Bogota. Respuesta de las autoridades hoy  #CityNoticias con @patrudelanoche https://t.co/suf0GzoJ0E,2
1081,"Atencion!! Informacion de nuestros reporteros ciudadanos en la calle 3 con 52. Segun fuentes del lugar, el conductor  fue asaltado por habitantes de la calle. #NoticiaEnDesarrollo #CityNoticias @Citytv https://t.co/KCOP8Wm7H4",2
1082,@Nat_garzon Lo llevamos a dar una vuelta en la moto que esta atras,2
1083,"@Isarc__ Si despues de ver el video sigue pensando que el niño esta mal recuerde: los sentimientos nacen, no se hacen y ademas, los colegios militares estan plagados de maricas!",2
1084,"#Inseguridad atracos en Centro historico de #Cartagena, cerca al aeropuerto El Dorado en  @Bogota y las calle de #Cali . @PoliciaColombia @AlcaldiaDeCali #seguimosenlasmismas",2
1085,"#Bogota |  Asi recibimos Bogota en materia de seguridad, Hugo Acero secretario de seguridad https://t.co/FtDkeWLM6Q",2
1086,No tomemos el acoso a las personas como un juego. Esto ocurre todos los dias. En muchos lugares. En todo el mundo. Gente que abusa de su posicion y su poder para creer que puede hacer los que les da la gana o como pretexto. No hay que callar. https://t.co/mucfdWH1Cx,2
1087,"@Sanfocas Claro porque lo que genera presion segun ustedes son los cacerolazos. Acciones mas intensas y que pongan en jaque economia y gobierno seran las que pongan a negociar al gobierno Duque, pretender hacerlo con actos de poca envergadura es una ilusion, puro idealismo.",2
1088,"@AndresRicardoPA Son casos re distintos. Una es una vieja que atacan solo por su fisico y que le toman fotos sin permiso para venir a burlarse, y la otra es una vieja que ataca a mujeres porque se arreglen o se operen disfrazandolo todo con un discurso de aceptacion personal...",2
1089,Como se disminuiran los delitos en @TransMilenio ? Enterate aqui.,2
1090,"de que surja una moto de la nada. Por la via principal circulan mulas. Decenas de mulas cada dia. El trancon, el ruido, el peligro, el agobio...Que se puede hacer, señor alcalde @jaimepumarejo?",3
1091,Claudia Lopez lanzo nuevas medidas para combatir el hurto y acoso en TM https://t.co/XTX0SeqDyg,3
1092,#LigerasYJuntasPodemos poner un alto a la impunidad en caso de violencia contra mujeres.,4
1093,"@transmisitp @TransMilenio  debe trabajar en los ciclos de atencion al ciudadano, como sistema de servicio publico debe prestarse con calidad. Los Bogotanos pagan por su uso, no pueden seguir siendo victimas de robos y hurtos. @Citytv @SeguridadBOG https://t.co/3xA5zNRd53",2
1094,Anuncian nuevas medidas para combatir hurtos y acosos en Transmilenio https://t.co/dhCguUvZFJ,4
1095,@elcalidoso100 @PinoCalad Transmilenio tambien. Es inseguro,2
1096,"A la carcel implicado en crimen de hincha de Millonarios, quemado vivo en Bogota",2
1097,Nos comparten este video sobre una modalidad de atraco terrible para que estemos pendientes. Caso en la floresta @SeguridadBOG https://t.co/dIlxiUFf43,2
1098,Los 6 concejales de Bogota que no han aceptado esquema de seguridad https://t.co/VTAKbBP7H5 via @eltiempo,3
1099,#Noctambulo| Un crimen en los limites entre Soacha y Bogota tiene en vilo a una familia: las autoridades aun no saben a que jurisdiccion le corresponde la investigacion.,2
1100,"@Aslan_Rojo @Chinchoso2 Cuando estas noticias aparecen realmente me cuestiono quienes eran los delincuentes, quien el justiciero anonimo y por que el despliegue por parte de generales y 40 hombres mas y peor aun la celeridad en capturar al complice que con carro robado huye a su casa a esconderse. no se",3
1101,Alerta por presunto atentado terrorista en Bogota https://t.co/4go6OWTjKZ,2
1102,"@ghitis Que horror era en esa epoca el trafico, no se movia por horas, colgados en la puerta, cuando se iba uno a bajar paraban a 10 cuadras con el consabido insulto...era una pesadilla. Pero el Transmilenio para muchos es horrible",2
1103,"#Seguridad | ""Ellos encañonaron a mi esposa para que entregaran el celular. Accione mi arma, pero no me percate que otro mas atras se me abalanzo y me dio un disparo en la cara"", relato la victima. |https://t.co/KK7algnuUe",2
1104,"@PoliciaBogota @TransMilenio Bien por la captura, lastima que ahora no faltara el juez que lo deje en libertad argumentando que eso es un delito menor, que el sujeto no es un peligro para la sociedad, que hay  que restablecerle los derechos al sujeto, en fin...",2
1105,#JusticiaPorPaola El vicerrector del colegio acoso y abuso duro dos años a Paola y fruto de estos abusos ella quedo en embarazo y fue obligada a abortar. El medico del colegio tambien la abuso. Esta es la historia de Paola Guzman Albarracin. https://t.co/zVfBwOP4Ru,2
1106,"@COMANDANTE_EJC @COL_EJERCITO @PoliciaColombia #ForoColombia2020 | ""Hay 3 temas particulares de seguridad ciudadana. Debemos hablar un poco de la politica y celebrar que el Gobierno lance una politica de seguridad y convivencia. Se vio un cambio de tendencia desde agosto 2018"", Daniel Mejia, exsecretario de Seguridad Bogota https://t.co/YUPgZjDQkI",3
1107,"@samuelazout Lo cierto es que los Parque en Bquilla daban lastima y un foco de inseguridad, se debe empezar por algo que atraiga la gente, un parque remodelado y paralelamente el control social y acompañado con la educacion que se brinde desde el distrito",3
1108,Les agradezco me ayuden a retwittear. En este barrio se roban cada peso que se paga de impuestos. Aca nuca llego la Bogota llena de obras.,2
1109,"@ClaudiaLopez @TransMilenio @gusgomez1701 una manera de atacar la delincuencia en el sistema, es que se ponga a funcionar una unidad movil de policia judical en las troncales, y asi poder denunciar de manera expedita, dada la cantidad de pasajeros que a diario usamos el sitema",3
1110,"Para despolarizar en parte los #ParoNacional la @ClaudiaLopez @Bogota deberia cobrar cobrar a los organizadores del paro,los daños ocasionados por los vandalos.",2
1111,Evite los abusos de los colegios con los requerimientos de uniformes y utiles escolares. https://t.co/WoQWcT6aKr,3
1112,"Bogota sera la Capital Mundial de la Bicicleta cuando dejen de morir ciclistas, o por siniestros viales o por robarle la bici, antes no. Eso si, por ahora seguiremos siendo un referente en el alto numero de viajes/bici/dia, la mayoria por necesidad economica. @ClaudiaLopez",3
1113,@susanamuhamad @ClaudiaLopez @petrogustavo Porque la bancada de la Colombia Humana no se va a los territorios afectados por la construccion de transmilenio por la 68 sensibiliza a sus habitantes se organizan y damos una pelea a traves de la movilizacion callejera para impedir semejante atropello a Bogota y sus moradores.,2
1114,@TransMilenio @ClaudiaLopez @LuisErnestoGL y quien responde por los robos como el del 21 de noviembre? Aun esperamos respuesta a este tema,2
1115,"@ClaudiaLopez ya que ""incumplio"" su negativa a @TransMilenio  por la AV68 y se excuso con que el inutil alcalde anterior, como piensa arreglar la seguridad en Bogota? Ya muchos bogotanos estan cansados de la inseguridad colectiva entre colombianos y venezolanos #trabajeNayibe",2
1116,"#JusticiaParaPaola Paola Guzman Albarracin se quito la vida cuando tenia 16 años. Llevaba dos años aguantando los frecuentes abusos sexuales del vicerrector de su colegio y, al final, del medico de la entidad educativa tambien.
https://t.co/mroIUFq6YT",2
1117,"#ComisionHacienda | Seguimos denunciando, la seguridad en Bogota cada vez es mas critica, 35% de las personas han sido victimas de un delito pero no denuncian ! No hay confianza en las instituciones! @SeguridadBOG @HugoASeguridad https://t.co/tOkMCmSXIP",3
1118,Joven asesino a sacerdote que habria estado abusandolo por cuatro años. #ElTiempoLeCuenta lo que se sabe de este caso ‚https://t.co/nwHSGh3SKT https://t.co/5LaQa7gJVR,2
1119,Se pego un tiro frente a su familia! Riña deja un muerto en la localidad de #Suba #Judicial #Bogota https://t.co/SUpDRxWxtl,2
1120,Asi fue el momento en que bus del SITP choca contra vivienda y deja una persona muerta https://t.co/hJ3eiSzOEP,2
1121,"OJO BOGOTA!
OJO AL TERRORISMO.
Venimos advirtiendo sobre e posible ATENTADO TERRORISTA EN BOGOTA.
Cuidado con la cotidianidad normal que es el arma sorpresa del ELN para golpear residencias de personalidades, guarniciones militares y de policia.
_poblacion en Bogota vulnerable.",2
1122,Nuevo caso de presunto abuso de autoridad dentro de una estacion de #TransMilenio. Una mujer denuncia que un policia la golpeo violentamente en el rostro. Que paso? ‚ https://t.co/OJqSrCA5Cf,1
1123,"Hoy en la JAL hice una denuncia publica sobre los hurtos que se han venido presentando en diferentes colegios en especial donde estudio. 

Los delicuentes siguen haciendo de las suyas, exigimos mas seguridad en las instituciones escolares! https://t.co/9dOO3Wy9Se",2
1124,Uy que mierda como estan que roban en el transmilenio ya es demasiado,2
1125,Opinion: Otra mirada a la protesta social en Bogota https://t.co/0m4DxzPb38,3
1126,Un muerto deja choque de bus del SITP contra drogueria en Kennedy https://t.co/pYIvfRfRHl,2
1127,Reportan un muerto tras fuerte totazo de bus del SITP contra drogueria en Kennedy https://t.co/R20EAFeefT,2
1128,"Ninguna niña, adolescente o mujer deberia pasar por esto: violada sistemeticamente por el Vicerector, abusada por el medico del colegio y enviada al callejon sin salida del suicidio #JusticiaPorPaola https://t.co/adidosI1dH",2
1129,"Operativo de control y recuperacion de espacio publico. 
Carrera 39A entre carreras 35 sur y 30 
10 comparendos 
Trabajamos por #ViasMasSeguras para todos los actores viales en Bogota. https://t.co/QV5QU44k5V",4
1130,"#Cundinamarca/@Alcaldia_Soacha  Grabes casos de inseguridad en el municipio de #soacha
Mas informacion  https://t.co/FR6fBDzs3n https://t.co/kVdLgCSUBE",2
1131,Un bus del SITP choco contra una drogueria en El Tintal. En el hecho fallecio una mujer que iba en bicicleta. Un ataque sufrido por el conductor habria causado el fatal accidente. #CityNoticiasMD https://t.co/HpoWwNCQbp,2
